TODO,LOC,TODO/LOC,FILE
4,121,3.31%,Kernel/Graphics/VirtIOGPU/GPU3DDevice.cpp
1,32,3.12%,Kernel/Graphics/Console/ContiguousFramebufferConsole.cpp
3,345,0.87%,Kernel/Graphics/Console/GenericFramebufferConsole.cpp
3,125,2.40%,Kernel/Graphics/Intel/NativeDisplayConnector.h
8,609,1.31%,Kernel/Graphics/Intel/NativeDisplayConnector.cpp
1,223,0.45%,Kernel/Graphics/GraphicsManagement.cpp
2,406,0.49%,Kernel/Graphics/DisplayConnector.cpp
3,24,12.50%,Kernel/Memory/ScatterGatherList.cpp
3,127,2.36%,Kernel/Memory/RegionTree.cpp
6,332,1.81%,Kernel/Memory/AddressSpace.cpp
3,462,0.65%,Kernel/Memory/Region.cpp
2,30,6.67%,Kernel/Memory/ScopedAddressSpaceSwitcher.cpp
1,113,0.88%,Kernel/Memory/PhysicalRegion.cpp
4,994,0.40%,Kernel/Memory/MemoryManager.cpp
7,90,7.78%,Kernel/Time/TimeManagement.h
8,429,1.86%,Kernel/Time/TimeManagement.cpp
6,744,0.81%,Kernel/Storage/ATA/AHCI/Port.cpp
4,188,2.13%,Kernel/Storage/ATA/AHCI/Controller.cpp
1,367,0.27%,Kernel/Storage/ATA/AHCI/Definitions.h
1,47,2.13%,Kernel/Storage/ATA/AHCI/Controller.h
4,87,4.60%,Kernel/Storage/ATA/GenericIDE/Controller.cpp
2,110,1.82%,Kernel/Storage/ATA/GenericIDE/Channel.h
5,284,1.76%,Kernel/Storage/ATA/GenericIDE/Channel.cpp
1,444,0.23%,Kernel/Storage/ATA/ATAPort.cpp
1,27,3.70%,Kernel/Storage/ATA/ATADiskDevice.cpp
1,29,3.45%,Kernel/Storage/ATA/ATADevice.h
1,34,2.94%,Kernel/Storage/NVMe/NVMeNameSpace.cpp
1,185,0.54%,Kernel/Storage/NVMe/NVMeDefinitions.h
2,144,1.39%,Kernel/Storage/NVMe/NVMeQueue.cpp
2,277,0.72%,Kernel/Storage/NVMe/NVMeController.cpp
2,67,2.99%,Kernel/Storage/DiskPartition.cpp
1,391,0.26%,Kernel/Storage/StorageManagement.cpp
7,700,1.00%,Kernel/Syscalls/execve.cpp
1,100,1.00%,Kernel/Syscalls/write.cpp
2,172,1.16%,Kernel/Syscalls/thread.cpp
1,133,0.75%,Kernel/Syscalls/profiling.cpp
1,27,3.70%,Kernel/Syscalls/exit.cpp
2,119,1.68%,Kernel/Syscalls/kill.cpp
1,230,0.43%,Kernel/Syscalls/ptrace.cpp
3,50,6.00%,Kernel/Syscalls/statvfs.cpp
2,100,2.00%,Kernel/Syscalls/setpgid.cpp
1,104,0.96%,Kernel/Syscalls/read.cpp
5,260,1.92%,Kernel/Syscalls/sigaction.cpp
1,114,0.88%,Kernel/Syscalls/clock.cpp
2,40,5.00%,Kernel/Syscalls/fallocate.cpp
1,129,0.78%,Kernel/Syscalls/unveil.cpp
3,334,0.90%,Kernel/Syscalls/socket.cpp
6,489,1.23%,Kernel/Syscalls/mmap.cpp
1,110,0.91%,Kernel/TTY/VirtualConsole.h
1,73,1.37%,Kernel/TTY/TTY.h
1,79,1.27%,Kernel/TTY/ConsoleManagement.cpp
12,507,2.37%,Kernel/TTY/TTY.cpp
5,405,1.23%,Kernel/TTY/VirtualConsole.cpp
4,388,1.03%,Kernel/Net/NE2000/NetworkAdapter.cpp
1,396,0.25%,Kernel/Net/Intel/E1000NetworkAdapter.cpp
1,235,0.43%,Kernel/Net/Intel/E1000ENetworkAdapter.cpp
3,297,1.01%,Kernel/Net/Realtek/RTL8139NetworkAdapter.cpp
1,177,0.56%,Kernel/Net/Realtek/RTL8168NetworkAdapter.h
63,1386,4.55%,Kernel/Net/Realtek/RTL8168NetworkAdapter.cpp
5,699,0.72%,Kernel/Net/IPv4Socket.cpp
1,136,0.74%,Kernel/Net/NetworkAdapter.cpp
1,93,1.08%,Kernel/Net/NetworkAdapter.h
3,192,1.56%,Kernel/Net/TCPSocket.h
3,279,1.08%,Kernel/Net/Routing.cpp
6,587,1.02%,Kernel/Net/NetworkTask.cpp
2,446,0.45%,Kernel/Net/LocalSocket.cpp
4,544,0.74%,Kernel/Net/TCPSocket.cpp
1,132,0.76%,Kernel/Net/UDPSocket.cpp
5,272,1.84%,Kernel/Net/Socket.cpp
6,134,4.48%,Kernel/Locking/Mutex.h
3,61,4.92%,Kernel/Devices/Audio/Channel.cpp
1,70,1.43%,Kernel/Devices/Audio/Management.cpp
3,152,1.97%,Kernel/Devices/HID/HIDManagement.cpp
2,313,0.64%,Kernel/Devices/HID/KeyboardDevice.cpp
1,34,2.94%,Kernel/Devices/NullDevice.cpp
1,53,1.89%,Kernel/Devices/SelfTTYDevice.cpp
2,73,2.74%,Kernel/Devices/Device.h
1,66,1.52%,Kernel/Devices/DeviceManagement.h
4,43,9.30%,Kernel/Devices/PCISerialDevice.cpp
1,52,1.92%,Kernel/Devices/ConsoleDevice.cpp
1,35,2.86%,Kernel/Devices/ZeroDevice.cpp
2,37,5.41%,Kernel/Devices/RandomDevice.cpp
1,40,2.50%,Kernel/Devices/DeviceControlDevice.cpp
1,75,1.33%,Kernel/Devices/BlockDevice.h
1,38,2.63%,Kernel/Devices/FullDevice.cpp
1,24,4.17%,Kernel/Devices/CharacterDevice.h
1,47,2.13%,Kernel/Devices/MemoryDevice.cpp
2,102,1.96%,Kernel/Devices/BlockDevice.cpp
1,111,0.90%,Kernel/Devices/KCOVDevice.cpp
2,38,5.26%,Kernel/Devices/CharacterDevice.cpp
26,440,5.91%,Kernel/Firmware/ACPI/Parser.cpp
3,150,2.00%,Kernel/Firmware/MultiProcessor/Parser.cpp
7,206,3.40%,Kernel/Bus/USB/UHCI/UHCIRootHub.cpp
5,591,0.85%,Kernel/Bus/USB/UHCI/UHCIController.cpp
2,298,0.67%,Kernel/Bus/USB/UHCI/UHCIDescriptorTypes.h
1,44,2.27%,Kernel/Bus/USB/USBTransfer.h
6,211,2.84%,Kernel/Bus/USB/USBHub.cpp
2,113,1.77%,Kernel/Bus/USB/USBDevice.cpp
2,54,3.70%,Kernel/Bus/USB/USBConfiguration.cpp
2,104,1.92%,Kernel/Bus/USB/USBPipe.h
1,35,2.86%,Kernel/Bus/USB/USBEndpoint.h
1,126,0.79%,Kernel/Bus/USB/USBPipe.cpp
1,12,8.33%,Kernel/Bus/USB/USBController.cpp
1,84,1.19%,Kernel/Bus/PCI/Controller/MemoryBackedHostBridge.cpp
1,71,1.41%,Kernel/Bus/PCI/Controller/VolumeManagementDevice.cpp
2,114,1.75%,Kernel/Bus/PCI/Controller/HostController.cpp
4,50,8.00%,Kernel/Bus/PCI/Device.cpp
3,212,1.42%,Kernel/Bus/VirtIO/Console.cpp
1,157,0.64%,Kernel/Bus/VirtIO/Queue.cpp
6,377,1.59%,Kernel/Bus/VirtIO/Device.cpp
1,138,0.72%,Kernel/Bus/VirtIO/ConsolePort.cpp
1,68,1.47%,Kernel/Bus/VirtIO/RNG.cpp
1,98,1.02%,Kernel/Interrupts/SpuriousInterruptHandler.cpp
3,1090,0.28%,Kernel/Thread.h
2,155,1.29%,Kernel/PerformanceManager.h
1,76,1.32%,Kernel/KLexicalPath.cpp
2,204,0.98%,Kernel/ProcessExposed.cpp
1,851,0.12%,Kernel/Process.h
2,133,1.50%,Kernel/MiniStdLib.cpp
1,417,0.24%,Kernel/Scheduler.cpp
1,674,0.15%,Kernel/ThreadBlockers.cpp
1,37,2.70%,Kernel/ThreadTracer.h
1,57,1.75%,Kernel/KBufferBuilder.h
3,159,1.89%,Kernel/Random.h
1,51,1.96%,Kernel/WorkQueue.cpp
4,24,16.67%,Kernel/Assertions.h
7,1133,0.62%,Kernel/Thread.cpp
1,204,0.49%,Kernel/IOWindow.cpp
7,874,0.80%,Kernel/Process.cpp
2,56,3.57%,Kernel/WorkQueue.h
2,306,0.65%,Kernel/ProcessSpecificExposed.cpp
1,170,0.59%,Kernel/TimerQueue.cpp
1,139,0.72%,Kernel/Random.cpp
1,343,0.29%,Kernel/PerformanceEventBuffer.cpp
